"fished_vessel_anon","apollo_sequence","sample_1","sample_2","sample_3","sample_4","sample_5","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37","sample_38","sample_39"
1,11,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,12,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,13,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,14,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,15,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,16,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,17,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,18,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,19,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,20,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,21,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,22,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,23,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,24,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,25,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,26,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,27,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,28,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,29,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,30,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,31,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,32,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,33,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,34,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,35,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,36,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,37,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,38,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,39,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,40,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,41,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,42,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,43,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,44,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,45,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,46,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,47,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,48,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,49,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,50,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,51,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,52,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,53,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,54,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,55,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,56,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,57,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,58,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,59,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,60,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,61,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,62,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,63,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,64,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,65,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,66,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,67,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,68,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,69,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,70,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,71,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,72,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,73,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,74,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,75,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,76,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,77,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,78,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,79,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,80,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,81,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,82,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,83,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,84,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,85,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,86,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,87,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,88,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,89,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,90,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,91,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,92,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,93,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,94,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,95,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,96,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,97,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,98,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,99,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,100,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,101,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,102,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,103,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,104,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,105,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,106,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,107,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,108,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,109,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,110,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,111,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,112,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,113,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,114,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,115,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,116,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,117,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,118,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,119,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,120,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,121,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,122,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,123,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,124,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,125,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,126,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,127,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,128,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,129,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,130,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,131,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,132,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,133,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,134,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,135,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,136,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,137,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,138,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,139,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,140,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,141,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,142,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,143,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,144,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,145,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
1,146,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,3,0,2,1,1,0,3,1,0,1,1,2,2
