LANDING_YEAR,LANDING_MONTH,PORT_NAME,SDM_SPAWN_90
1998,1,SAUSALITO,0.140694789
1998,1,SEAL BEACH,0.078415945
1998,1,TACOMA,0
1998,1,TERMINAL ISLAND,0.093912591
1998,1,THE DALLES,0
1998,1,TOMALES BAY,0.145530657
1998,1,VALLEJO,0.116377171
1998,1,VENTURA,0.119393394
1998,1,WESTPORT,0.213548387
1998,1,WHIDBY ISLAND,0
1998,1,WILLOW CREEK,0.095509171
1998,1,WILMINGTON,0.093912591
1998,1,WINCHESTER BAY,0.132212631
1998,2,ABERDEEN,0.233333333
1998,2,ALAMEDA,0.145174482
1998,2,ANACORTES,0
1998,2,ASTORIA,0.199324324
1998,2,AVALON,0.099941211
1998,2,AVILA,0.081388731
1998,2,BELLINGHAM BAY,0
1998,2,BERKELEY,0.142039258
1998,2,BODEGA BAY,0.144241417
1998,2,BROOKINGS,0.121428571
1998,2,CHARLESTON (COOS BAY),0.127659574
1998,2,CHINOOK,0.199324324
1998,2,CRESCENT CITY,0.106227106
1998,2,DANA POINT,0.072590012
1998,2,DILLON BEACH,0.15467033
1998,2,EUREKA,0.121533229
1998,2,FIELDS LANDING,0.123340414
1998,2,FORT BRAGG,0.100966702
1998,2,GARIBALDI (TILLAMOOK),0.16838488
1998,2,GAVIOTA,0.174714286
1998,2,GOLETA,0.166953528
1998,2,GUADALUPE,0.09775185
1998,2,HUMBOLDT,0.121533229
1998,2,HUNTINGTON BEACH,0.090301974
1998,2,ILWACO,0.199324324
1998,2,LACONNER,0
1998,2,LONG BEACH,0.095286293
1998,2,LOS ANGELES,0.102678571
1998,2,MARCONI,0.149672846
1998,2,MISSION BAY,0.04212828
1998,2,MONTEREY,0.121598639
1998,2,MORRO BAY,0.076933936
1998,2,MOSS LANDING,0.121598639
1998,2,NASELLE,0.218855219
1998,2,NATIONAL CITY,0.047131148
1998,2,NEAH BAY,0.285714286
1998,2,NEWPORT,0.18815331
1998,2,NEWPORT BEACH,0.080064403
1998,2,OCEANSIDE,0.044826573
1998,2,OXNARD,0.144721744
1998,2,PLAYA DEL REY,0.110757663
1998,2,POINT LOMA,0.048162418
1998,2,PORT HUENEME,0.137796414
1998,2,PORT ORFORD,0.151624549
1998,2,PRINCETON / HALF MOON BAY,0.161675824
1998,2,REDONDO BEACH,0.100609756
1998,2,REDWOOD CITY,0.150717044
1998,2,SAN DIEGO,0.047131148
1998,2,SAN FRANCISCO,0.151406509
1998,2,SAN PEDRO,0.101526498
1998,2,SAN SIMEON,0.072834646
1998,2,SANTA BARBARA,0.161440186
1998,2,SANTA CRUZ,0.140934066
1998,2,SANTA MONICA,0.110757663
1998,2,SAUSALITO,0.158516484
1998,2,SEAL BEACH,0.090301974
1998,2,TACOMA,0
1998,2,TERMINAL ISLAND,0.102678571
1998,2,THE DALLES,0
1998,2,TOMALES BAY,0.149672846
1998,2,VALLEJO,0.123901099
1998,2,VENTURA,0.140438247
1998,2,WESTPORT,0.233333333
1998,2,WHIDBY ISLAND,0
1998,2,WILLOW CREEK,0.120168067
1998,2,WILMINGTON,0.102678571
1998,2,WINCHESTER BAY,0.14084507
1998,3,ABERDEEN,0.232580645
1998,3,ALAMEDA,0.144545678
1998,3,ANACORTES,0
1998,3,ASTORIA,0.198561465
1998,3,AVALON,0.10965087
1998,3,AVILA,0.096902712
1998,3,BELLINGHAM BAY,0
1998,3,BERKELEY,0.141221374
1998,3,BODEGA BAY,0.13715929
1998,3,BROOKINGS,0.121428571
1998,3,CHARLESTON (COOS BAY),0.127202013
1998,3,CHINOOK,0.198561465
1998,3,CRESCENT CITY,0.106227106
1998,3,DANA POINT,0.087463939
1998,3,DILLON BEACH,0.14764268
1998,3,EUREKA,0.120288314
1998,3,FIELDS LANDING,0.122076988
1998,3,FORT BRAGG,0.098593257
1998,3,GARIBALDI (TILLAMOOK),0.167608913
1998,3,GAVIOTA,0.184129032
1998,3,GOLETA,0.166990543
1998,3,GUADALUPE,0.104613803
1998,3,HUMBOLDT,0.120288314
1998,3,HUNTINGTON BEACH,0.096774194
1998,3,ILWACO,0.198561465
1998,3,LACONNER,0
1998,3,LONG BEACH,0.100430978
1998,3,LOS ANGELES,0.107049948
1998,3,MARCONI,0.142698843
1998,3,MISSION BAY,0.047794602
1998,3,MONTEREY,0.115847414
1998,3,MORRO BAY,0.096519189
1998,3,MOSS LANDING,0.115847414
1998,3,NASELLE,0.218094928
1998,3,NATIONAL CITY,0.051824432
1998,3,NEAH BAY,0.285714286
1998,3,NEWPORT,0.18815331
1998,3,NEWPORT BEACH,0.09796404
1998,3,OCEANSIDE,0.061728395
1998,3,OXNARD,0.139137194
1998,3,PLAYA DEL REY,0.109964738
1998,3,POINT LOMA,0.054477312
1998,3,PORT HUENEME,0.132166645
1998,3,PORT ORFORD,0.151391639
1998,3,PRINCETON / HALF MOON BAY,0.158560794
1998,3,REDONDO BEACH,0.101888277
1998,3,REDWOOD CITY,0.147589986
1998,3,SAN DIEGO,0.051824432
1998,3,SAN FRANCISCO,0.150579151
1998,3,SAN PEDRO,0.1039282
1998,3,SAN SIMEON,0.087884176
1998,3,SANTA BARBARA,0.160503541
1998,3,SANTA CRUZ,0.135359801
1998,3,SANTA MONICA,0.109964738
1998,3,SAUSALITO,0.154962779
1998,3,SEAL BEACH,0.096774194
1998,3,TACOMA,0
1998,3,TERMINAL ISLAND,0.107049948
1998,3,THE DALLES,0
1998,3,TOMALES BAY,0.142698843
1998,3,VALLEJO,0.123076923
1998,3,VENTURA,0.138028531
1998,3,WESTPORT,0.232580645
1998,3,WHIDBY ISLAND,0
1998,3,WILLOW CREEK,0.114484503
1998,3,WILMINGTON,0.107049948
1998,3,WINCHESTER BAY,0.140390731
1998,4,ABERDEEN,0.228444444
1998,4,ALAMEDA,0.137022901
1998,4,ANACORTES,0
1998,4,ASTORIA,0.195833333
1998,4,AVALON,0.103840878
1998,4,AVILA,0.091367862
1998,4,BELLINGHAM BAY,0
1998,4,BERKELEY,0.137022901
1998,4,BODEGA BAY,0.117829457
1998,4,BROOKINGS,0.114880952
1998,4,CHARLESTON (COOS BAY),0.115957447
1998,4,CHINOOK,0.195833333
1998,4,CRESCENT CITY,0.102075702
1998,4,DANA POINT,0.083604336
1998,4,DILLON BEACH,0.128461538
1998,4,EUREKA,0.108302808
1998,4,FIELDS LANDING,0.109913259
1998,4,FORT BRAGG,0.081328321
1998,4,GARIBALDI (TILLAMOOK),0.160137457
1998,4,GAVIOTA,0.1756
1998,4,GOLETA,0.160240964
1998,4,GUADALUPE,0.099203187
1998,4,HUMBOLDT,0.108302808
1998,4,HUNTINGTON BEACH,0.090243902
1998,4,ILWACO,0.195833333
1998,4,LACONNER,0
1998,4,LONG BEACH,0.093927126
1998,4,LOS ANGELES,0.097715054
1998,4,MARCONI,0.124045802
1998,4,MISSION BAY,0.050612245
1998,4,MONTEREY,0.089021164
1998,4,MORRO BAY,0.091699605
1998,4,MOSS LANDING,0.090608466
1998,4,NASELLE,0.214702581
1998,4,NATIONAL CITY,0.050409836
1998,4,NEAH BAY,0.268398268
1998,4,NEWPORT,0.17224158
1998,4,NEWPORT BEACH,0.094808743
1998,4,OCEANSIDE,0.070096022
1998,4,OXNARD,0.12476573
1998,4,PLAYA DEL REY,0.103643725
1998,4,POINT LOMA,0.054771784
1998,4,PORT HUENEME,0.120377868
1998,4,PORT ORFORD,0.140192539
1998,4,PRINCETON / HALF MOON BAY,0.142564103
1998,4,REDONDO BEACH,0.095528455
1998,4,REDWOOD CITY,0.132046332
1998,4,SAN DIEGO,0.050409836
1998,4,SAN FRANCISCO,0.144015444
1998,4,SAN PEDRO,0.093682796
1998,4,SAN SIMEON,0.081889764
1998,4,SANTA BARBARA,0.15
1998,4,SANTA CRUZ,0.11025641
1998,4,SANTA MONICA,0.103643725
1998,4,SAUSALITO,0.147307692
1998,4,SEAL BEACH,0.090243902
1998,4,TACOMA,0
1998,4,TERMINAL ISLAND,0.097715054
1998,4,THE DALLES,0
1998,4,TOMALES BAY,0.124045802
1998,4,VALLEJO,0.117820513
1998,4,VENTURA,0.126427623
1998,4,WESTPORT,0.228444444
1998,4,WHIDBY ISLAND,0
1998,4,WILLOW CREEK,0.087973856
1998,4,WILMINGTON,0.097715054
1998,4,WINCHESTER BAY,0.124178404
1998,5,ABERDEEN,0.209462366
1998,5,ALAMEDA,0.129032258
1998,5,ANACORTES,0
1998,5,ASTORIA,0.179925894
1998,5,AVALON,0.081906279
1998,5,AVILA,0.081094975
1998,5,BELLINGHAM BAY,0
1998,5,BERKELEY,0.129032258
1998,5,BODEGA BAY,0.108652163
1998,5,BROOKINGS,0.10656682
1998,5,CHARLESTON (COOS BAY),0.101349806
1998,5,CHINOOK,0.179925894
1998,5,CRESCENT CITY,0.097246839
1998,5,DANA POINT,0.061500131
1998,5,DILLON BEACH,0.119354839
1998,5,EUREKA,0.10658159
1998,5,FIELDS LANDING,0.108166447
1998,5,FORT BRAGG,0.071428571
1998,5,GARIBALDI (TILLAMOOK),0.136459373
1998,5,GAVIOTA,0.163354839
1998,5,GOLETA,0.151962689
1998,5,GUADALUPE,0.087006811
1998,5,HUMBOLDT,0.10658159
1998,5,HUNTINGTON BEACH,0.069236821
1998,5,ILWACO,0.179925894
1998,5,LACONNER,0
1998,5,LONG BEACH,0.073005093
1998,5,LOS ANGELES,0.076742976
1998,5,MARCONI,0.115858163
1998,5,MISSION BAY,0.032126399
1998,5,MONTEREY,0.08000512
1998,5,MORRO BAY,0.080326406
1998,5,MOSS LANDING,0.081669227
1998,5,NASELLE,0.20375801
1998,5,NATIONAL CITY,0.030010576
1998,5,NEAH BAY,0.217008798
1998,5,NEWPORT,0.137911656
1998,5,NEWPORT BEACH,0.070597567
1998,5,OCEANSIDE,0.049913713
1998,5,OXNARD,0.114781707
1998,5,PLAYA DEL REY,0.084889643
1998,5,POINT LOMA,0.034131977
1998,5,PORT HUENEME,0.107613948
1998,5,PORT ORFORD,0.12518924
1998,5,PRINCETON / HALF MOON BAY,0.135856079
1998,5,REDONDO BEACH,0.077104642
1998,5,REDWOOD CITY,0.124174866
1998,5,SAN DIEGO,0.030010576
1998,5,SAN FRANCISCO,0.134387844
1998,5,SAN PEDRO,0.072710718
1998,5,SAN SIMEON,0.071755144
1998,5,SANTA BARBARA,0.143587726
1998,5,SANTA CRUZ,0.099379653
1998,5,SANTA MONICA,0.084889643
1998,5,SAUSALITO,0.137717122
1998,5,SEAL BEACH,0.069236821
1998,5,TACOMA,0
1998,5,TERMINAL ISLAND,0.076742976
1998,5,THE DALLES,0
1998,5,TOMALES BAY,0.115858163
1998,5,VALLEJO,0.112903226
1998,5,VENTURA,0.113867112
1998,5,WESTPORT,0.209462366
1998,5,WHIDBY ISLAND,0
1998,5,WILLOW CREEK,0.079063884
1998,5,WILMINGTON,0.076742976
1998,5,WINCHESTER BAY,0.100068151
1998,6,ABERDEEN,0.113222222
1998,6,ALAMEDA,0.091603053
1998,6,ANACORTES,0
1998,6,ASTORIA,0.103490991
1998,6,AVALON,0.052812071
1998,6,AVILA,0.062549801
1998,6,BELLINGHAM BAY,0
1998,6,BERKELEY,0.092239186
1998,6,BODEGA BAY,0.07377261
1998,6,BROOKINGS,0.073571429
1998,6,CHARLESTON (COOS BAY),0.065130024
1998,6,CHINOOK,0.103490991
1998,6,CRESCENT CITY,0.071306471
1998,6,DANA POINT,0.039295393
1998,6,DILLON BEACH,0.082051282
1998,6,EUREKA,0.078021978
1998,6,FIELDS LANDING,0.079182156
1998,6,FORT BRAGG,0.042481203
1998,6,GARIBALDI (TILLAMOOK),0.08510882
1998,6,GAVIOTA,0.1204
1998,6,GOLETA,0.116198126
1998,6,GUADALUPE,0.058698539
1998,6,HUMBOLDT,0.078021978
1998,6,HUNTINGTON BEACH,0.043089431
1998,6,ILWACO,0.103490991
1998,6,LACONNER,0
1998,6,LONG BEACH,0.046963563
1998,6,LOS ANGELES,0.050672043
1998,6,MARCONI,0.080788804
1998,6,MISSION BAY,0.015918367
1998,6,MONTEREY,0.061507937
1998,6,MORRO BAY,0.065349144
1998,6,MOSS LANDING,0.060978836
1998,6,NASELLE,0.11043771
1998,6,NATIONAL CITY,0.013934426
1998,6,NEAH BAY,0.135930736
1998,6,NEWPORT,0.076074332
1998,6,NEWPORT BEACH,0.042349727
1998,6,OCEANSIDE,0.026337449
1998,6,OXNARD,0.074564926
1998,6,PLAYA DEL REY,0.057759784
1998,6,POINT LOMA,0.016182573
1998,6,PORT HUENEME,0.067071525
1998,6,PORT ORFORD,0.078700361
1998,6,PRINCETON / HALF MOON BAY,0.095641026
1998,6,REDONDO BEACH,0.050948509
1998,6,REDWOOD CITY,0.092921493
1998,6,SAN DIEGO,0.013934426
1998,6,SAN FRANCISCO,0.097168597
1998,6,SAN PEDRO,0.047715054
1998,6,SAN SIMEON,0.060498688
1998,6,SANTA BARBARA,0.109891599
1998,6,SANTA CRUZ,0.075641026
1998,6,SANTA MONICA,0.057759784
1998,6,SAUSALITO,0.098717949
1998,6,SEAL BEACH,0.043089431
1998,6,TACOMA,0
1998,6,TERMINAL ISLAND,0.050672043
1998,6,THE DALLES,0
1998,6,TOMALES BAY,0.080788804
1998,6,VALLEJO,0.080897436
1998,6,VENTURA,0.075431607
1998,6,WESTPORT,0.113222222
1998,6,WHIDBY ISLAND,0
1998,6,WILLOW CREEK,0.060784314
1998,6,WILMINGTON,0.050672043
1998,6,WINCHESTER BAY,0.060798122
1998,7,ABERDEEN,0.089677419
1998,7,ALAMEDA,0.043585324
1998,7,ANACORTES,0
1998,7,ASTORIA,0.076612903
1998,7,AVALON,0.064648878
1998,7,AVILA,0.04960802
1998,7,BELLINGHAM BAY,0
1998,7,BERKELEY,0.043831569
1998,7,BODEGA BAY,0.038884721
1998,7,BROOKINGS,0.027995392
1998,7,CHARLESTON (COOS BAY),0.029512697
1998,7,CHINOOK,0.076612903
1998,7,CRESCENT CITY,0.025404703
1998,7,DANA POINT,0.052583268
1998,7,DILLON BEACH,0.040198511
1998,7,EUREKA,0.027767931
1998,7,FIELDS LANDING,0.028180837
1998,7,FORT BRAGG,0.024981809
1998,7,GARIBALDI (TILLAMOOK),0.064516129
1998,7,GAVIOTA,0.112516129
1998,7,GOLETA,0.110765643
1998,7,GUADALUPE,0.046523583
1998,7,HUMBOLDT,0.027767931
1998,7,HUNTINGTON BEACH,0.054156832
1998,7,ILWACO,0.076612903
1998,7,LACONNER,0
1998,7,LONG BEACH,0.057986156
1998,7,LOS ANGELES,0.060223725
1998,7,MARCONI,0.036197981
1998,7,MISSION BAY,0.021198157
1998,7,MONTEREY,0.047875064
1998,7,MORRO BAY,0.054188448
1998,7,MOSS LANDING,0.044290835
1998,7,NASELLE,0.085152601
1998,7,NATIONAL CITY,0.019830777
1998,7,NEAH BAY,0.126937579
1998,7,NEWPORT,0.038552321
1998,7,NEWPORT BEACH,0.054865151
1998,7,OCEANSIDE,0.037302536
1998,7,OXNARD,0.0703459
1998,7,PLAYA DEL REY,0.062948936
1998,7,POINT LOMA,0.022754651
1998,7,PORT HUENEME,0.064124331
1998,7,PORT ORFORD,0.039128916
1998,7,PRINCETON / HALF MOON BAY,0.041066998
1998,7,REDONDO BEACH,0.059664306
1998,7,REDWOOD CITY,0.045086561
1998,7,SAN DIEGO,0.019830777
1998,7,SAN FRANCISCO,0.046581143
1998,7,SAN PEDRO,0.05723205
1998,7,SAN SIMEON,0.051943104
1998,7,SANTA BARBARA,0.106084448
1998,7,SANTA CRUZ,0.046774194
1998,7,SANTA MONICA,0.062948936
1998,7,SAUSALITO,0.047766749
1998,7,SEAL BEACH,0.054156832
1998,7,TACOMA,0
1998,7,TERMINAL ISLAND,0.060223725
1998,7,THE DALLES,0
1998,7,TOMALES BAY,0.036197981
1998,7,VALLEJO,0.035359801
1998,7,VENTURA,0.07081352
1998,7,WESTPORT,0.089677419
1998,7,WHIDBY ISLAND,0
1998,7,WILLOW CREEK,0.047311828
1998,7,WILMINGTON,0.060223725
1998,7,WINCHESTER BAY,0.024534303
1998,8,ABERDEEN,0.065376344
1998,8,ALAMEDA,0.044693425
1998,8,ANACORTES,0
1998,8,ASTORIA,0.051656495
1998,8,AVALON,0.072613832
1998,8,AVILA,0.057961702
1998,8,BELLINGHAM BAY,0
1998,8,BERKELEY,0.041738488
1998,8,BODEGA BAY,0.035133783
1998,8,BROOKINGS,0.005069124
1998,8,CHARLESTON (COOS BAY),0.00777854
1998,8,CHINOOK,0.051656495
1998,8,CRESCENT CITY,0.008153137
1998,8,DANA POINT,0.060188828
1998,8,DILLON BEACH,0.034863524
1998,8,EUREKA,0.025877348
1998,8,FIELDS LANDING,0.026262142
1998,8,FORT BRAGG,0.035896192
1998,8,GARIBALDI (TILLAMOOK),0.024498393
1998,8,GAVIOTA,0.135096774
1998,8,GOLETA,0.133436974
1998,8,GUADALUPE,0.065287238
1998,8,HUMBOLDT,0.025877348
1998,8,HUNTINGTON BEACH,0.06477839
1998,8,ILWACO,0.051656495
1998,8,LACONNER,0
1998,8,LONG BEACH,0.067389317
1998,8,LOS ANGELES,0.071149844
1998,8,MARCONI,0.027948781
1998,8,MISSION BAY,0.051876234
1998,8,MONTEREY,0.08141321
1998,8,MORRO BAY,0.058906031
1998,8,MOSS LANDING,0.074884793
1998,8,NASELLE,0.061692191
1998,8,NATIONAL CITY,0.054732946
1998,8,NEAH BAY,0.046920821
1998,8,NEWPORT,0.003371923
1998,8,NEWPORT BEACH,0.06530936
1998,8,OCEANSIDE,0.048586221
1998,8,OXNARD,0.098976551
1998,8,PLAYA DEL REY,0.076792477
1998,8,POINT LOMA,0.056886628
1998,8,PORT HUENEME,0.092725611
1998,8,PORT ORFORD,0.008734133
1998,8,PRINCETON / HALF MOON BAY,0.049627792
1998,8,REDONDO BEACH,0.073432992
1998,8,REDWOOD CITY,0.055922282
1998,8,SAN DIEGO,0.054732946
1998,8,SAN FRANCISCO,0.042844688
1998,8,SAN PEDRO,0.06958897
1998,8,SAN SIMEON,0.058674117
1998,8,SANTA BARBARA,0.131523735
1998,8,SANTA CRUZ,0.072580645
1998,8,SANTA MONICA,0.076792477
1998,8,SAUSALITO,0.043796526
1998,8,SEAL BEACH,0.06477839
1998,8,TACOMA,0
1998,8,TERMINAL ISLAND,0.071149844
1998,8,THE DALLES,0
1998,8,TOMALES BAY,0.027948781
1998,8,VALLEJO,0.027791563
1998,8,VENTURA,0.099216039
1998,8,WESTPORT,0.065376344
1998,8,WHIDBY ISLAND,0
1998,8,WILLOW CREEK,0.080455408
1998,8,WILMINGTON,0.071149844
1998,8,WINCHESTER BAY,0.007723762
1998,9,ABERDEEN,0.046444444
1998,9,ALAMEDA,0.043765903
1998,9,ANACORTES,0
1998,9,ASTORIA,0.03490991
1998,9,AVALON,0.060493827
1998,9,AVILA,0.071049137
1998,9,BELLINGHAM BAY,0
1998,9,BERKELEY,0.042493639
1998,9,BODEGA BAY,0.041472868
1998,9,BROOKINGS,0.014166667
1998,9,CHARLESTON (COOS BAY),0.008865248
1998,9,CHINOOK,0.03490991
1998,9,CRESCENT CITY,0.01978022
1998,9,DANA POINT,0.055555556
1998,9,DILLON BEACH,0.041153846
1998,9,EUREKA,0.035409035
1998,9,FIELDS LANDING,0.035935564
1998,9,FORT BRAGG,0.029824561
1998,9,GARIBALDI (TILLAMOOK),0.017296678
1998,9,GAVIOTA,0.123333333
1998,9,GOLETA,0.112851406
1998,9,GUADALUPE,0.077556441
1998,9,HUMBOLDT,0.035409035
1998,9,HUNTINGTON BEACH,0.055691057
1998,9,ILWACO,0.03490991
1998,9,LACONNER,0
1998,9,LONG BEACH,0.055465587
1998,9,LOS ANGELES,0.059274194
1998,9,MARCONI,0.033969466
1998,9,MISSION BAY,0.053061224
1998,9,MONTEREY,0.069179894
1998,9,MORRO BAY,0.072068511
1998,9,MOSS LANDING,0.061243386
1998,9,NASELLE,0.042873176
1998,9,NATIONAL CITY,0.057377049
1998,9,NEAH BAY,0.032467532
1998,9,NEWPORT,0.0029036
1998,9,NEWPORT BEACH,0.057513661
1998,9,OCEANSIDE,0.045953361
1998,9,OXNARD,0.074832664
1998,9,PLAYA DEL REY,0.067611336
1998,9,POINT LOMA,0.058091286
1998,9,PORT HUENEME,0.071390013
1998,9,PORT ORFORD,0.015884477
1998,9,PRINCETON / HALF MOON BAY,0.043717949
1998,9,REDONDO BEACH,0.063821138
1998,9,REDWOOD CITY,0.045045045
1998,9,SAN DIEGO,0.057377049
1998,9,SAN FRANCISCO,0.044658945
1998,9,SAN PEDRO,0.059274194
1998,9,SAN SIMEON,0.06496063
1998,9,SANTA BARBARA,0.111924119
1998,9,SANTA CRUZ,0.059358974
1998,9,SANTA MONICA,0.067611336
1998,9,SAUSALITO,0.046923077
1998,9,SEAL BEACH,0.055691057
1998,9,TACOMA,0
1998,9,TERMINAL ISLAND,0.059274194
1998,9,THE DALLES,0
1998,9,TOMALES BAY,0.033969466
1998,9,VALLEJO,0.029615385
1998,9,VENTURA,0.078220452
1998,9,WESTPORT,0.046444444
1998,9,WHIDBY ISLAND,0
1998,9,WILLOW CREEK,0.068366013
1998,9,WILMINGTON,0.059274194
1998,9,WINCHESTER BAY,0.008450704
1998,10,ABERDEEN,0.075698925
1998,10,ALAMEDA,0.032750554
1998,10,ANACORTES,0
1998,10,ASTORIA,0.051002616
1998,10,AVALON,0.026417098
1998,10,AVILA,0.051535792
1998,10,BELLINGHAM BAY,0
1998,10,BERKELEY,0.031765575
1998,10,BODEGA BAY,0.026006502
1998,10,BROOKINGS,0.02937788
1998,10,CHARLESTON (COOS BAY),0.022534889
1998,10,CHINOOK,0.051002616
1998,10,CRESCENT CITY,0.028831384
1998,10,DANA POINT,0.018095987
1998,10,DILLON BEACH,0.025806452
1998,10,EUREKA,0.027531608
1998,10,FIELDS LANDING,0.027941
1998,10,FORT BRAGG,0.029590104
1998,10,GARIBALDI (TILLAMOOK),0.035805343
1998,10,GAVIOTA,0.091741935
1998,10,GOLETA,0.087705661
1998,10,GUADALUPE,0.050893201
1998,10,HUMBOLDT,0.027531608
1998,10,HUNTINGTON BEACH,0.020980855
1998,10,ILWACO,0.051002616
1998,10,LACONNER,0
1998,10,LONG BEACH,0.021940708
1998,10,LOS ANGELES,0.025884495
1998,10,MARCONI,0.018837725
1998,10,MISSION BAY,0.011323239
1998,10,MONTEREY,0.031105991
1998,10,MORRO BAY,0.04972587
1998,10,MOSS LANDING,0.032130056
1998,10,NASELLE,0.059194091
1998,10,NATIONAL CITY,0.012956108
1998,10,NEAH BAY,0.126937579
1998,10,NEWPORT,0.022254693
1998,10,NEWPORT BEACH,0.018244315
1998,10,OCEANSIDE,0.010885437
1998,10,OXNARD,0.043140303
1998,10,PLAYA DEL REY,0.030690871
1998,10,POINT LOMA,0.013385089
1998,10,PORT HUENEME,0.039441034
1998,10,PORT ORFORD,0.033888436
1998,10,PRINCETON / HALF MOON BAY,0.029652605
1998,10,REDONDO BEACH,0.027930763
1998,10,REDWOOD CITY,0.031510773
1998,10,SAN DIEGO,0.012956108
1998,10,SAN FRANCISCO,0.032133516
1998,10,SAN PEDRO,0.025754422
1998,10,SAN SIMEON,0.037719075
1998,10,SANTA BARBARA,0.085103593
1998,10,SANTA CRUZ,0.031141439
1998,10,SANTA MONICA,0.030690871
1998,10,SAUSALITO,0.032009926
1998,10,SEAL BEACH,0.020980855
1998,10,TACOMA,0
1998,10,TERMINAL ISLAND,0.025884495
1998,10,THE DALLES,0
1998,10,TOMALES BAY,0.018837725
1998,10,VALLEJO,0.021960298
1998,10,VENTURA,0.04960802
1998,10,WESTPORT,0.075698925
1998,10,WHIDBY ISLAND,0
1998,10,WILLOW CREEK,0.030740038
1998,10,WILMINGTON,0.025884495
1998,10,WINCHESTER BAY,0.017605634
1998,11,ABERDEEN,0.117555556
1998,11,ALAMEDA,0.027735369
1998,11,ANACORTES,0
1998,11,ASTORIA,0.087162162
1998,11,AVALON,0.038545953
1998,11,AVILA,0.042098274
1998,11,BELLINGHAM BAY,0
1998,11,BERKELEY,0.028753181
1998,11,BODEGA BAY,0.029069767
1998,11,BROOKINGS,0.057738095
1998,11,CHARLESTON (COOS BAY),0.04893617
1998,11,CHINOOK,0.087162162
1998,11,CRESCENT CITY,0.054945055
1998,11,DANA POINT,0.025880759
1998,11,DILLON BEACH,0.028846154
1998,11,EUREKA,0.051404151
1998,11,FIELDS LANDING,0.052168525
1998,11,FORT BRAGG,0.039849624
1998,11,GARIBALDI (TILLAMOOK),0.072164948
1998,11,GAVIOTA,0.079333333
1998,11,GOLETA,0.073761714
1998,11,GUADALUPE,0.034794157
1998,11,HUMBOLDT,0.051404151
1998,11,HUNTINGTON BEACH,0.02696477
1998,11,ILWACO,0.087162162
1998,11,LACONNER,0
1998,11,LONG BEACH,0.030904184
1998,11,LOS ANGELES,0.031854839
1998,11,MARCONI,0.020992366
1998,11,MISSION BAY,0.017414966
1998,11,MONTEREY,0.029232804
1998,11,MORRO BAY,0.045849802
1998,11,MOSS LANDING,0.026190476
1998,11,NASELLE,0.1
1998,11,NATIONAL CITY,0.019125683
1998,11,NEAH BAY,0.179220779
1998,11,NEWPORT,0.059581882
1998,11,NEWPORT BEACH,0.026092896
1998,11,OCEANSIDE,0.019478738
1998,11,OXNARD,0.036412316
1998,11,PLAYA DEL REY,0.034278003
1998,11,POINT LOMA,0.019363762
1998,11,PORT HUENEME,0.03265857
1998,11,PORT ORFORD,0.060048135
1998,11,PRINCETON / HALF MOON BAY,0.021025641
1998,11,REDONDO BEACH,0.029539295
1998,11,REDWOOD CITY,0.021235521
