LANDING_YEAR,LANDING_MONTH,PORT_NAME,SDM_90,AGENCY_CODE
2000,2,FORT BRAGG,0.041860749,C
2000,2,GARIBALDI (TILLAMOOK),0.241943331,O
2000,2,GAVIOTA,0.075669853,C
2000,2,GOLETA,0.079161923,C
2000,2,GUADALUPE,0.064304762,C
2000,2,HUMBOLDT,0.082255838,C
2000,2,HUNTINGTON BEACH,0.03690645,C
2000,2,ILWACO,0.289525222,W
2000,2,LACONNER,NA,W
2000,2,LONG BEACH,0.036331999,C
2000,2,LOS ANGELES,0.036383719,C
2000,2,MARCONI,0.09974077,C
2000,2,MISSION BAY,0.029411891,C
2000,2,MONTEREY,0.055180086,C
2000,2,MORRO BAY,0.058641219,C
2000,2,MOSS LANDING,0.065211953,C
2000,2,NASELLE,0.340920243,W
2000,2,NATIONAL CITY,0.028475392,C
2000,2,NEAH BAY,0.353511709,W
2000,2,NEWPORT,0.189698869,O
2000,2,NEWPORT BEACH,0.034896324,C
2000,2,OCEANSIDE,0.032556221,C
2000,2,OXNARD,0.06111372,C
2000,2,PLAYA DEL REY,0.042801423,C
2000,2,POINT LOMA,0.029269989,C
2000,2,PORT HUENEME,0.060406389,C
2000,2,PORT ORFORD,0.091257865,O
2000,2,PRINCETON / HALF MOON BAY,0.079981008,C
2000,2,REDONDO BEACH,0.03993471,C
2000,2,REDWOOD CITY,0.09878262,C
2000,2,SAN DIEGO,0.029213234,C
2000,2,SAN FRANCISCO,0.115402328,C
2000,2,SAN PEDRO,0.036455517,C
2000,2,SAN SIMEON,0.055235825,C
2000,2,SANTA BARBARA,0.077837787,C
2000,2,SANTA CRUZ,0.060969073,C
2000,2,SANTA MONICA,0.042801423,C
2000,2,SAUSALITO,0.116262735,C
2000,2,SEAL BEACH,0.03690645,C
2000,2,TACOMA,NA,W
2000,2,TERMINAL ISLAND,0.036383719,C
2000,2,THE DALLES,NA,W
2000,2,TOMALES BAY,0.09974077,C
2000,2,VALLEJO,0.171413499,C
2000,2,VENTURA,0.064423016,C
2000,2,WESTPORT,0.324191692,W
2000,2,WHIDBY ISLAND,NA,W
2000,2,WILLOW CREEK,0.05543106,C
2000,2,WILMINGTON,0.036383719,C
2000,2,WINCHESTER BAY,0.139660252,O
2000,3,ABERDEEN,0.250613805,W
2000,3,ALAMEDA,0.244262017,C
2000,3,ANACORTES,NA,W
2000,3,ASTORIA,0.242070242,O
2000,3,AVALON,0.043899311,C
2000,3,AVILA,0.117829112,C
2000,3,BELLINGHAM BAY,NA,W
2000,3,BERKELEY,0.235415214,C
2000,3,BODEGA BAY,0.142934286,C
2000,3,BROOKINGS,0.093666093,O
2000,3,CHARLESTON (COOS BAY),0.102243923,O
2000,3,CHINOOK,0.241588331,W
2000,3,CRESCENT CITY,0.101177664,C
2000,3,DANA POINT,0.044693918,C
2000,3,DILLON BEACH,0.15020809,C
2000,3,EUREKA,0.12282959,C
2000,3,FIELDS LANDING,0.127643805,C
2000,3,FORT BRAGG,0.106556833,C
2000,3,GARIBALDI (TILLAMOOK),0.198149495,O
2000,3,GAVIOTA,0.140591462,C
2000,3,GOLETA,0.140167818,C
2000,3,GUADALUPE,0.122698465,C
2000,3,HUMBOLDT,0.12282959,C
2000,3,HUNTINGTON BEACH,0.050500076,C
2000,3,ILWACO,0.241588331,W
2000,3,LACONNER,NA,W
2000,3,LONG BEACH,0.049088755,C
2000,3,LOS ANGELES,0.048465569,C
2000,3,MARCONI,0.151626317,C
2000,3,MISSION BAY,0.039280133,C
2000,3,MONTEREY,0.146113606,C
2000,3,MORRO BAY,0.119876894,C
2000,3,MOSS LANDING,0.181767739,C
2000,3,NASELLE,0.283822453,W
2000,3,NATIONAL CITY,0.037740457,C
2000,3,NEAH BAY,0.239019555,W
2000,3,NEWPORT,0.171694949,O
2000,3,NEWPORT BEACH,0.048252621,C
2000,3,OCEANSIDE,0.043991106,C
2000,3,OXNARD,0.09868387,C
2000,3,PLAYA DEL REY,0.053793439,C
2000,3,POINT LOMA,0.038889824,C
2000,3,PORT HUENEME,0.096368567,C
2000,3,PORT ORFORD,0.077460619,O
2000,3,PRINCETON / HALF MOON BAY,0.177519365,C
2000,3,REDONDO BEACH,0.051172238,C
2000,3,REDWOOD CITY,0.222561024,C
2000,3,SAN DIEGO,0.038800917,C
2000,3,SAN FRANCISCO,0.210059892,C
2000,3,SAN PEDRO,0.048513395,C
2000,3,SAN SIMEON,0.109898227,C
2000,3,SANTA BARBARA,0.137771695,C
2000,3,SANTA CRUZ,0.17560983,C
2000,3,SANTA MONICA,0.053793439,C
2000,3,SAUSALITO,0.206311926,C
2000,3,SEAL BEACH,0.050500076,C
2000,3,TACOMA,NA,W
2000,3,TERMINAL ISLAND,0.048465569,C
2000,3,THE DALLES,NA,W
2000,3,TOMALES BAY,0.151626317,C
2000,3,VALLEJO,0.257520219,C
2000,3,VENTURA,0.106065212,C
2000,3,WESTPORT,0.249024804,W
2000,3,WHIDBY ISLAND,NA,W
2000,3,WILLOW CREEK,0.147589384,C
2000,3,WILMINGTON,0.048465569,C
2000,3,WINCHESTER BAY,0.126678481,O
2000,4,ABERDEEN,0.122301247,W
2000,4,ALAMEDA,0.280824446,C
2000,4,ANACORTES,NA,W
2000,4,ASTORIA,0.107960516,O
2000,4,AVALON,0.04116496,C
2000,4,AVILA,0.125153534,C
2000,4,BELLINGHAM BAY,NA,W
2000,4,BERKELEY,0.278736181,C
2000,4,BODEGA BAY,0.167476171,C
2000,4,BROOKINGS,0.080316795,O
2000,4,CHARLESTON (COOS BAY),0.06867051,O
2000,4,CHINOOK,0.107381255,W
2000,4,CRESCENT CITY,0.084321134,C
2000,4,DANA POINT,0.038226387,C
2000,4,DILLON BEACH,0.177382144,C
2000,4,EUREKA,0.111393527,C
2000,4,FIELDS LANDING,0.115502629,C
2000,4,FORT BRAGG,0.114049971,C
2000,4,GARIBALDI (TILLAMOOK),0.079393812,O
2000,4,GAVIOTA,0.160604823,C
2000,4,GOLETA,0.155539342,C
2000,4,GUADALUPE,0.126006695,C
2000,4,HUMBOLDT,0.111393527,C
2000,4,HUNTINGTON BEACH,0.046008016,C
2000,4,ILWACO,0.107381255,W
2000,4,LACONNER,NA,W
2000,4,LONG BEACH,0.044931728,C
2000,4,LOS ANGELES,0.044877782,C
2000,4,MARCONI,0.178682394,C
2000,4,MISSION BAY,0.04212141,C
2000,4,MONTEREY,0.146453128,C
2000,4,MORRO BAY,0.130484098,C
2000,4,MOSS LANDING,0.177887289,C
2000,4,NASELLE,0.123245459,W
2000,4,NATIONAL CITY,0.040759458,C
2000,4,NEAH BAY,0.164520791,W
2000,4,NEWPORT,0.064673773,O
2000,4,NEWPORT BEACH,0.042497986,C
2000,4,OCEANSIDE,0.039730751,C
2000,4,OXNARD,0.091949685,C
2000,4,PLAYA DEL REY,0.052488459,C
2000,4,POINT LOMA,0.042467883,C
2000,4,PORT HUENEME,0.088268291,C
2000,4,PORT ORFORD,0.06822128,O
2000,4,PRINCETON / HALF MOON BAY,0.195851335,C
2000,4,REDONDO BEACH,0.048983147,C
2000,4,REDWOOD CITY,0.242381144,C
2000,4,SAN DIEGO,0.042414718,C
2000,4,SAN FRANCISCO,0.246062613,C
2000,4,SAN PEDRO,0.044924242,C
2000,4,SAN SIMEON,0.122459345,C
2000,4,SANTA BARBARA,0.144554513,C
2000,4,SANTA CRUZ,0.179087868,C
2000,4,SANTA MONICA,0.052488459,C
2000,4,SAUSALITO,0.242128561,C
2000,4,SEAL BEACH,0.046008016,C
2000,4,TACOMA,NA,W
2000,4,TERMINAL ISLAND,0.044877782,C
2000,4,THE DALLES,NA,W
2000,4,TOMALES BAY,0.178682394,C
2000,4,VALLEJO,0.314865766,C
2000,4,VENTURA,0.096914017,C
2000,4,WESTPORT,0.121575307,W
2000,4,WHIDBY ISLAND,NA,W
2000,4,WILLOW CREEK,0.148673755,C
2000,4,WILMINGTON,0.044877782,C
2000,4,WINCHESTER BAY,0.070197819,O
2000,5,ABERDEEN,0.101705958,W
2000,5,ALAMEDA,0.343397792,C
2000,5,ANACORTES,NA,W
2000,5,ASTORIA,0.095465707,O
2000,5,AVALON,0.05549108,C
2000,5,AVILA,0.223314851,C
2000,5,BELLINGHAM BAY,NA,W
2000,5,BERKELEY,0.33368135,C
2000,5,BODEGA BAY,0.178782641,C
2000,5,BROOKINGS,0.067696688,O
2000,5,CHARLESTON (COOS BAY),0.055188015,O
2000,5,CHINOOK,0.095237674,W
2000,5,CRESCENT CITY,0.068997824,C
2000,5,DANA POINT,0.03232939,C
2000,5,DILLON BEACH,0.191508534,C
2000,5,EUREKA,0.07070177,C
2000,5,FIELDS LANDING,0.07313668,C
2000,5,FORT BRAGG,0.08320666,C
2000,5,GARIBALDI (TILLAMOOK),0.067202832,O
2000,5,GAVIOTA,0.247532663,C
2000,5,GOLETA,0.216423187,C
2000,5,GUADALUPE,0.237929466,C
2000,5,HUMBOLDT,0.07070177,C
2000,5,HUNTINGTON BEACH,0.044267679,C
2000,5,ILWACO,0.095237674,W
2000,5,LACONNER,NA,W
2000,5,LONG BEACH,0.046488311,C
2000,5,LOS ANGELES,0.047889921,C
2000,5,MARCONI,0.199687657,C
2000,5,MISSION BAY,0.036582048,C
2000,5,MONTEREY,0.16015917,C
2000,5,MORRO BAY,0.210611143,C
2000,5,MOSS LANDING,0.202577662,C
2000,5,NASELLE,0.112215068,W
2000,5,NATIONAL CITY,0.035981502,C
2000,5,NEAH BAY,0.086672995,W
2000,5,NEWPORT,0.052872949,O
2000,5,NEWPORT BEACH,0.037864531,C
2000,5,OCEANSIDE,0.032402075,C
2000,5,OXNARD,0.124393476,C
2000,5,PLAYA DEL REY,0.054675427,C
2000,5,POINT LOMA,0.036606739,C
2000,5,PORT HUENEME,0.118822212,C
2000,5,PORT ORFORD,0.058769211,O
2000,5,PRINCETON / HALF MOON BAY,0.233340759,C
2000,5,REDONDO BEACH,0.052692707,C
2000,5,REDWOOD CITY,0.287525434,C
2000,5,SAN DIEGO,0.036627498,C
2000,5,SAN FRANCISCO,0.293963644,C
2000,5,SAN PEDRO,0.048089364,C
2000,5,SAN SIMEON,0.176016772,C
2000,5,SANTA BARBARA,0.19751867,C
2000,5,SANTA CRUZ,0.201811164,C
2000,5,SANTA MONICA,0.054675427,C
2000,5,SAUSALITO,0.289660395,C
2000,5,SEAL BEACH,0.044267679,C
2000,5,TACOMA,NA,W
2000,5,TERMINAL ISLAND,0.047889921,C
2000,5,THE DALLES,NA,W
2000,5,TOMALES BAY,0.199687657,C
2000,5,VALLEJO,0.357359164,C
2000,5,VENTURA,0.130802072,C
2000,5,WESTPORT,0.101093287,W
2000,5,WHIDBY ISLAND,NA,W
2000,5,WILLOW CREEK,0.162238024,C
2000,5,WILMINGTON,0.047889921,C
2000,5,WINCHESTER BAY,0.05624209,O
2000,6,ABERDEEN,0.130250225,W
2000,6,ALAMEDA,0.364301202,C
2000,6,ANACORTES,NA,W
2000,6,ASTORIA,0.106169854,O
2000,6,AVALON,0.027341735,C
2000,6,AVILA,0.151638387,C
2000,6,BELLINGHAM BAY,NA,W
2000,6,BERKELEY,0.354245336,C
2000,6,BODEGA BAY,0.208974837,C
2000,6,BROOKINGS,0.14469843,O
2000,6,CHARLESTON (COOS BAY),0.080597273,O
2000,6,CHINOOK,0.105880566,W
2000,6,CRESCENT CITY,0.171974579,C
2000,6,DANA POINT,0.022382626,C
2000,6,DILLON BEACH,0.222168198,C
2000,6,EUREKA,0.18415612,C
2000,6,FIELDS LANDING,0.190476552,C
2000,6,FORT BRAGG,0.122569514,C
2000,6,GARIBALDI (TILLAMOOK),0.085521664,O
2000,6,GAVIOTA,0.096399453,C
2000,6,GOLETA,0.064241539,C
2000,6,GUADALUPE,0.131389571,C
2000,6,HUMBOLDT,0.18415612,C
2000,6,HUNTINGTON BEACH,0.024109755,C
2000,6,ILWACO,0.105880566,W
2000,6,LACONNER,NA,W
2000,6,LONG BEACH,0.023955842,C
2000,6,LOS ANGELES,0.024250122,C
2000,6,MARCONI,0.227777831,C
2000,6,MISSION BAY,0.023352547,C
2000,6,MONTEREY,0.222392737,C
2000,6,MORRO BAY,0.165894274,C
2000,6,MOSS LANDING,0.262434767,C
2000,6,NASELLE,0.132518053,W
2000,6,NATIONAL CITY,0.022627196,C
2000,6,NEAH BAY,0.164091212,W
2000,6,NEWPORT,0.070699274,O
2000,6,NEWPORT BEACH,0.023438693,C
2000,6,OCEANSIDE,0.023152978,C
2000,6,OXNARD,0.037476705,C
2000,6,PLAYA DEL REY,0.025405518,C
2000,6,POINT LOMA,0.023480616,C
2000,6,PORT HUENEME,0.036929485,C
2000,6,PORT ORFORD,0.092633819,O
2000,6,PRINCETON / HALF MOON BAY,0.268610622,C
2000,6,REDONDO BEACH,0.025022482,C
2000,6,REDWOOD CITY,0.321776707,C
2000,6,SAN DIEGO,0.023472855,C
2000,6,SAN FRANCISCO,0.320961009,C
2000,6,SAN PEDRO,0.024193434,C
2000,6,SAN SIMEON,0.16414777,C
2000,6,SANTA BARBARA,0.05102108,C
2000,6,SANTA CRUZ,0.256360704,C
2000,6,SANTA MONICA,0.025405518,C
2000,6,SAUSALITO,0.315771225,C
2000,6,SEAL BEACH,0.024109755,C
2000,6,TACOMA,NA,W
2000,6,TERMINAL ISLAND,0.024250122,C
2000,6,THE DALLES,NA,W
2000,6,TOMALES BAY,0.227777831,C
2000,6,VALLEJO,0.379467946,C
2000,6,VENTURA,0.036963509,C
2000,6,WESTPORT,0.129420687,W
2000,6,WHIDBY ISLAND,NA,W
2000,6,WILLOW CREEK,0.225021217,C
2000,6,WILMINGTON,0.024250122,C
2000,6,WINCHESTER BAY,0.080849985,O
2000,7,ABERDEEN,0.141709153,W
2000,7,ALAMEDA,0.171828055,C
2000,7,ANACORTES,NA,W
2000,7,ASTORIA,0.124982253,O
2000,7,AVALON,0.020096153,C
2000,7,AVILA,0.068777571,C
2000,7,BELLINGHAM BAY,NA,W
2000,7,BERKELEY,0.174288888,C
2000,7,BODEGA BAY,0.109519705,C
2000,7,BROOKINGS,0.227942289,O
2000,7,CHARLESTON (COOS BAY),0.166246431,O
2000,7,CHINOOK,0.124559337,W
2000,7,CRESCENT CITY,0.224276337,C
2000,7,DANA POINT,0.019949342,C
2000,7,DILLON BEACH,0.115647327,C
2000,7,EUREKA,0.18438106,C
2000,7,FIELDS LANDING,0.190039244,C
2000,7,FORT BRAGG,0.100559164,C
2000,7,GARIBALDI (TILLAMOOK),0.113623541,O
2000,7,GAVIOTA,0.072973199,C
2000,7,GOLETA,0.058618876,C
2000,7,GUADALUPE,0.06863193,C
2000,7,HUMBOLDT,0.18438106,C
2000,7,HUNTINGTON BEACH,0.020941982,C
2000,7,ILWACO,0.124559337,W
2000,7,LACONNER,NA,W
2000,7,LONG BEACH,0.020088369,C
2000,7,LOS ANGELES,0.020113835,C
2000,7,MARCONI,0.116293284,C
2000,7,MISSION BAY,0.018800781,C
2000,7,MONTEREY,0.091718471,C
2000,7,MORRO BAY,0.068510188,C
2000,7,MOSS LANDING,0.113921013,C
2000,7,NASELLE,0.145390165,W
2000,7,NATIONAL CITY,0.017997574,C
2000,7,NEAH BAY,0.197058462,W
2000,7,NEWPORT,0.128553316,O
2000,7,NEWPORT BEACH,0.020212128,C
2000,7,OCEANSIDE,0.020327914,C
2000,7,OXNARD,0.030915791,C
2000,7,PLAYA DEL REY,0.020893068,C
2000,7,POINT LOMA,0.018863062,C
2000,7,PORT HUENEME,0.030231715,C
2000,7,PORT ORFORD,0.199257615,O
2000,7,PRINCETON / HALF MOON BAY,0.117886931,C
2000,7,REDONDO BEACH,0.020469844,C
2000,7,REDWOOD CITY,0.139396886,C
2000,7,SAN DIEGO,0.018761927,C
2000,7,SAN FRANCISCO,0.153002934,C
2000,7,SAN PEDRO,0.019947256,C
2000,7,SAN SIMEON,0.064369126,C
2000,7,SANTA BARBARA,0.047436413,C
2000,7,SANTA CRUZ,0.108775596,C
2000,7,SANTA MONICA,0.020893068,C
2000,7,SAUSALITO,0.150711458,C
2000,7,SEAL BEACH,0.020941982,C
2000,7,TACOMA,NA,W
2000,7,TERMINAL ISLAND,0.020113835,C
2000,7,THE DALLES,NA,W
2000,7,TOMALES BAY,0.116293284,C
2000,7,VALLEJO,0.188294683,C
2000,7,VENTURA,0.030743843,C
2000,7,WESTPORT,0.140808071,W
2000,7,WHIDBY ISLAND,NA,W
2000,7,WILLOW CREEK,0.092227553,C
2000,7,WILMINGTON,0.020113835,C
2000,7,WINCHESTER BAY,0.152197623,O
2000,8,ABERDEEN,0.186426193,W
2000,8,ALAMEDA,0.264765923,C
2000,8,ANACORTES,NA,W
2000,8,ASTORIA,0.161398366,O
2000,8,AVALON,0.014610083,C
2000,8,AVILA,0.108446662,C
2000,8,BELLINGHAM BAY,NA,W
2000,8,BERKELEY,0.254095062,C
2000,8,BODEGA BAY,0.12312099,C
2000,8,BROOKINGS,0.129561427,O
2000,8,CHARLESTON (COOS BAY),0.14162375,O
2000,8,CHINOOK,0.160724689,W
2000,8,CRESCENT CITY,0.144462491,C
2000,8,DANA POINT,0.015168472,C
2000,8,DILLON BEACH,0.136572219,C
2000,8,EUREKA,0.156950529,C
2000,8,FIELDS LANDING,0.162529131,C
2000,8,FORT BRAGG,0.081055085,C
2000,8,GARIBALDI (TILLAMOOK),0.166345845,O
2000,8,GAVIOTA,0.079533423,C
2000,8,GOLETA,0.05656417,C
2000,8,GUADALUPE,0.100343611,C
2000,8,HUMBOLDT,0.156950529,C
2000,8,HUNTINGTON BEACH,0.014012652,C
2000,8,ILWACO,0.160724689,W
2000,8,LACONNER,NA,W
2000,8,LONG BEACH,0.013561174,C
2000,8,LOS ANGELES,0.013515121,C
2000,8,MARCONI,0.146486202,C
2000,8,MISSION BAY,0.016206032,C
2000,8,MONTEREY,0.139390126,C
2000,8,MORRO BAY,0.113443547,C
2000,8,MOSS LANDING,0.179145154,C
2000,8,NASELLE,0.18738983,W
2000,8,NATIONAL CITY,0.015852131,C
2000,8,NEAH BAY,0.229297221,W
2000,8,NEWPORT,0.167387375,O
2000,8,NEWPORT BEACH,0.014576618,C
2000,8,OCEANSIDE,0.016665977,C
2000,8,OXNARD,0.026227217,C
2000,8,PLAYA DEL REY,0.01433527,C
2000,8,POINT LOMA,0.016303276,C
2000,8,PORT HUENEME,0.025167653,C
2000,8,PORT ORFORD,0.140849434,O
2000,8,PRINCETON / HALF MOON BAY,0.183965466,C
2000,8,REDONDO BEACH,0.01383782,C
2000,8,REDWOOD CITY,0.235579416,C
2000,8,SAN DIEGO,0.016322801,C
2000,8,SAN FRANCISCO,0.221892862,C
2000,8,SAN PEDRO,0.013527061,C
2000,8,SAN SIMEON,0.104395101,C
2000,8,SANTA BARBARA,0.044280188,C
2000,8,SANTA CRUZ,0.182003845,C
2000,8,SANTA MONICA,0.01433527,C
2000,8,SAUSALITO,0.217493,C
2000,8,SEAL BEACH,0.014012652,C
2000,8,TACOMA,NA,W
2000,8,TERMINAL ISLAND,0.013515121,C
2000,8,THE DALLES,NA,W
2000,8,TOMALES BAY,0.146486202,C
2000,8,VALLEJO,0.266939578,C
2000,8,VENTURA,0.026899546,C
2000,8,WESTPORT,0.185250988,W
2000,8,WHIDBY ISLAND,NA,W
2000,8,WILLOW CREEK,0.140644626,C
2000,8,WILMINGTON,0.013515121,C
2000,8,WINCHESTER BAY,0.148313668,O
2000,9,ABERDEEN,0.134464551,W
2000,9,ALAMEDA,0.138625738,C
2000,9,ANACORTES,NA,W
2000,9,ASTORIA,0.110123372,O
2000,9,AVALON,0.011939133,C
2000,9,AVILA,0.040334012,C
2000,9,BELLINGHAM BAY,NA,W
2000,9,BERKELEY,0.140726344,C
2000,9,BODEGA BAY,0.098367839,C
2000,9,BROOKINGS,0.103312004,O
2000,9,CHARLESTON (COOS BAY),0.100504788,O
2000,9,CHINOOK,0.109784074,W
2000,9,CRESCENT CITY,0.107059918,C
2000,9,DANA POINT,0.012311819,C
2000,9,DILLON BEACH,0.10290701,C
2000,9,EUREKA,0.089727334,C
2000,9,FIELDS LANDING,0.09260999,C
2000,9,FORT BRAGG,0.06951268,C
2000,9,GARIBALDI (TILLAMOOK),0.09829834,O
2000,9,GAVIOTA,0.040823223,C
2000,9,GOLETA,0.037211989,C
2000,9,GUADALUPE,0.037769508,C
2000,9,HUMBOLDT,0.089727334,C
2000,9,HUNTINGTON BEACH,0.012910356,C
2000,9,ILWACO,0.109784074,W
2000,9,LACONNER,NA,W
2000,9,LONG BEACH,0.012579094,C
2000,9,LOS ANGELES,0.012494752,C
2000,9,MARCONI,0.101903256,C
2000,9,MISSION BAY,0.010657175,C
2000,9,MONTEREY,0.058675926,C
2000,9,MORRO BAY,0.042270915,C
2000,9,MOSS LANDING,0.073463809,C
2000,9,NASELLE,0.12946364,W
2000,9,NATIONAL CITY,0.010153146,C
2000,9,NEAH BAY,0.197380273,W
2000,9,NEWPORT,0.105037015,O
2000,9,NEWPORT BEACH,0.012722276,C
2000,9,OCEANSIDE,0.012234297,C
2000,9,OXNARD,0.020970918,C
2000,9,PLAYA DEL REY,0.013479698,C
2000,9,POINT LOMA,0.01056706,C
2000,9,PORT HUENEME,0.020329143,C
2000,9,PORT ORFORD,0.093877274,O
2000,9,PRINCETON / HALF MOON BAY,0.089027864,C
2000,9,REDONDO BEACH,0.012990053,C
2000,9,REDWOOD CITY,0.10571563,C
2000,9,SAN DIEGO,0.010544037,C
2000,9,SAN FRANCISCO,0.124067787,C
2000,9,SAN PEDRO,0.012500795,C
2000,9,SAN SIMEON,0.043399531,C
2000,9,SANTA BARBARA,0.032509752,C
2000,9,SANTA CRUZ,0.072175809,C
2000,9,SANTA MONICA,0.013479698,C
2000,9,SAUSALITO,0.12445825,C
2000,9,SEAL BEACH,0.012910356,C
2000,9,TACOMA,NA,W
2000,9,TERMINAL ISLAND,0.012494752,C
2000,9,THE DALLES,NA,W
2000,9,TOMALES BAY,0.101903256,C
2000,9,VALLEJO,0.16986204,C
2000,9,VENTURA,0.021046474,C
2000,9,WESTPORT,0.133644506,W
2000,9,WHIDBY ISLAND,NA,W
2000,9,WILLOW CREEK,0.059106041,C
2000,9,WILMINGTON,0.012494752,C
2000,9,WINCHESTER BAY,0.111298218,O
2000,10,ABERDEEN,0.12908268,W
2000,10,ALAMEDA,0.122440264,C
2000,10,ANACORTES,NA,W
2000,10,ASTORIA,0.101487949,O
2000,10,AVALON,0.014987919,C
2000,10,AVILA,0.049828045,C
2000,10,BELLINGHAM BAY,NA,W
2000,10,BERKELEY,0.135599941,C
2000,10,BODEGA BAY,0.115420082,C
2000,10,BROOKINGS,0.091134192,O
2000,10,CHARLESTON (COOS BAY),0.102708755,O
2000,10,CHINOOK,0.101305204,W
2000,10,CRESCENT CITY,0.094566444,C
2000,10,DANA POINT,0.013784159,C
2000,10,DILLON BEACH,0.117202668,C
2000,10,EUREKA,0.096383584,C
2000,10,FIELDS LANDING,0.099506464,C
2000,10,FORT BRAGG,0.072629179,C
2000,10,GARIBALDI (TILLAMOOK),0.083561178,O
2000,10,GAVIOTA,0.049131363,C
2000,10,GOLETA,0.043744224,C
2000,10,GUADALUPE,0.049690076,C
2000,10,HUMBOLDT,0.096383584,C
2000,10,HUNTINGTON BEACH,0.015604917,C
2000,10,ILWACO,0.101305204,W
2000,10,LACONNER,NA,W
2000,10,LONG BEACH,0.0156454,C
2000,10,LOS ANGELES,0.01569206,C
2000,10,MARCONI,0.11386749,C
2000,10,MISSION BAY,0.011095255,C
2000,10,MONTEREY,0.054552221,C
2000,10,MORRO BAY,0.048243397,C
2000,10,MOSS LANDING,0.068551396,C
2000,10,NASELLE,0.123980558,W
2000,10,NATIONAL CITY,0.010624981,C
2000,10,NEAH BAY,0.151289117,W
2000,10,NEWPORT,0.107387363,O
2000,10,NEWPORT BEACH,0.014559958,C
2000,10,OCEANSIDE,0.012997751,C
2000,10,OXNARD,0.024579453,C
2000,10,PLAYA DEL REY,0.017512854,C
2000,10,POINT LOMA,0.01089158,C
2000,10,PORT HUENEME,0.023791949,C
2000,10,PORT ORFORD,0.084343389,O
