"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","CCA_LANDED_WEIGHT_MTONS","CCA_LANDED_WEIGHT_PPP","CCA_EXVESSEL_REVENUE","CCA_CONFIDENTIAL_FLAG","ERA_LANDED_WEIGHT_MTONS","ERA_LANDED_WEIGHT_PPP","ERA_EXVESSEL_REVENUE","ERA_CONFIDENTIAL_FLAG","BGA_LANDED_WEIGHT_MTONS","BGA_LANDED_WEIGHT_PPP","BGA_EXVESSEL_REVENUE","BGA_CONFIDENTIAL_FLAG","BDA_LANDED_WEIGHT_MTONS","BDA_LANDED_WEIGHT_PPP","BDA_EXVESSEL_REVENUE","BDA_CONFIDENTIAL_FLAG","SFA_LANDED_WEIGHT_MTONS","SFA_LANDED_WEIGHT_PPP","SFA_EXVESSEL_REVENUE","SFA_CONFIDENTIAL_FLAG","MNA_LANDED_WEIGHT_MTONS","MNA_LANDED_WEIGHT_PPP","MNA_EXVESSEL_REVENUE","MNA_CONFIDENTIAL_FLAG","MRA_LANDED_WEIGHT_MTONS","MRA_LANDED_WEIGHT_PPP","MRA_EXVESSEL_REVENUE","MRA_CONFIDENTIAL_FLAG","SBA_LANDED_WEIGHT_MTONS","SBA_LANDED_WEIGHT_PPP","SBA_EXVESSEL_REVENUE","SBA_CONFIDENTIAL_FLAG","LAA_LANDED_WEIGHT_MTONS","LAA_LANDED_WEIGHT_PPP","LAA_EXVESSEL_REVENUE","LAA_CONFIDENTIAL_FLAG","SDA_LANDED_WEIGHT_MTONS","SDA_LANDED_WEIGHT_PPP","SDA_EXVESSEL_REVENUE","SDA_CONFIDENTIAL_FLAG","CA2_LANDED_WEIGHT_MTONS","CA2_LANDED_WEIGHT_PPP","CA2_EXVESSEL_REVENUE","CA2_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1993","C","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",3.5,.24,1850,"",11.2,.25,6317,"",.7,.32,507,"",.5,.46,552,"",2,.78,3464,"",2.7,.55,3276,"",1.1,1.18,2943,"",2.8,.79,4963,"",0,1.24,80,"",.1,.85,104,"",,,,"",24.6,,24056,""
"1993","C","GRND","ROCK","NOM. HONEYCOMB ROCKFISH","HNY1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","NOM. KELP ROCKFISH","KLP1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",2.6,1,5599,"",,,,"*",,,,"",,,,"",,,,"",2.6,,5599,"*"
"1993","C","GRND","ROCK","KELP ROCKFISH","KLPR",,,,"",,,,"",,,,"",,,,"",.3,1.17,744,"",3.1,.74,5091,"",2.1,.84,3914,"",,,,"",,,,"",,,,"",,,,"",5.5,,9749,""
"1993","C","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",382.3,.46,387295,"",1047.4,.53,1225384,"",321,.54,385090,"",124.4,.54,147024,"",104.9,.45,104549,"",30.2,.48,32126,"",546.8,.45,545912,"",,,,"",,,,"",,,,"",,,,"",2557,,2827380,""
"1993","C","GRND","ROCK","MEXICAN ROCKFISH","MXRF",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.6,1.24,1585,"",1.1,.84,2137,"",,,,"",1.7,,3722,""
"1993","C","GRND","ROCK","NOM. OLIVE ROCKFISH","OLV1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.2,.61,277,"",,,,"",,,,"*",,,,"",,,,"",.2,,277,"*"
"1993","C","GRND","ROCK","OLIVE ROCKFISH","OLVE",0,.4,13,"",,,,"",,,,"",1.5,.47,1551,"",1,1.13,2514,"",1.9,1.26,5359,"",4.9,1.08,11737,"",16.6,.79,29044,"",.1,1.24,279,"",.2,.84,376,"",,,,"",26.2,,50873,""
"1993","C","GRND","ROCK","PYGMY ROCKFISH","PGMY",,,,"",,,,"",,,,"",,,,"",,,,"",.8,.59,1074,"",.5,.67,705,"",,,,"",,,,"",,,,"",,,,"",1.3,,1779,""
"1993","C","GRND","ROCK","PINK ROCKFISH","PNKR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.3,1.29,877,"",,,,"",.2,1.24,657,"",.5,.84,886,"",,,,"",1,,2420,""
"1993","C","GRND","ROCK","PACIFIC OCEAN PERCH","POP",1.8,.32,1298,"",7.7,.32,5369,"",1.1,.26,623,"",.2,.25,136,"",0,.46,16,"",0,.29,32,"",,,,"",,,,"",,,,"",,,,"",,,,"",10.8,,7474,""
"1993","C","GRND","ROCK","NOM. PINKROSE ROCKFISH","PRR1",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","QUILLBACK ROCKFISH","QLBK",3.7,.49,4034,"",0,.62,15,"",.9,.66,1257,"",.1,.77,96,"",.1,1.75,322,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",4.8,,5724,""
"1993","C","GRND","ROCK","BOCACCIO+CHILIPEPPER RCKFSH","RCK1",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","UNSP. BOLINA RCKFSH","RCK2",,,,"*",,,,"",,,,"*",,,,"*",2.2,3.49,16973,"",,,,"*",.6,1.33,1666,"",1.3,1.28,3615,"",,,,"*",,,,"",,,,"",4.1,,22254,"*"
"1993","C","GRND","ROCK","UNSP. DPWTR REDS RCKFSH","RCK3",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","UNSP. REDS RCKFSH","RCK4",,,,"*",,,,"*",,,,"*",,,,"*",.4,.93,909,"",1,.87,1855,"",.7,1.59,2353,"",.1,.56,111,"",.7,1.28,2084,"",.6,1.14,1586,"",,,,"",3.5,,8898,"*"
"1993","C","GRND","ROCK","UNSP. SMALL REDS RCKFSH","RCK5",1,.29,646,"",.6,.3,372,"",,,,"*",,,,"",.4,.6,474,"",1,.39,829,"",1.9,.49,2055,"",,,,"*",,,,"",,,,"*",,,,"",4.9,,4376,"*"
"1993","C","GRND","ROCK","UNSP. ROSEFISH RCKFSH","RCK6",,,,"",,,,"*",,,,"*",,,,"*",.8,.39,699,"",,,,"*",.3,1.48,975,"",,,,"",,,,"",,,,"*",,,,"*",1.1,,1674,"*"
"1993","C","GRND","ROCK","UNSP. GOPHER ROCKFISH","RCK7",,,,"*",,,,"",,,,"",.4,.81,722,"",.9,1.88,3919,"",1.3,.68,1935,"",2.4,2.08,10876,"",.3,1.24,797,"",,,,"",,,,"*",,,,"",5.3,,18249,"*"
"1993","C","GRND","ROCK","NOM. REDBANDED ROCKFISH","RDB1",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","REDBANDED ROCKFISH","RDBD",2,.29,1293,"",.6,.3,410,"",.8,.62,1131,"",0,.48,2,"",.8,.37,680,"",.5,.52,534,"",3.3,.44,3192,"",,,,"",,,,"",,,,"",,,,"",8,,7242,""
"1993","C","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",,,,"",1.8,.25,985,"",.3,.33,182,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",2.1,,1167,""
"1993","C","GRND","ROCK","ROSY ROCKFISH","ROSY",0,.82,68,"",,,,"",1.1,.36,907,"",.7,.47,745,"",5.9,.9,11842,"",3.1,.92,6309,"",.5,.97,1163,"",1,.79,1776,"",,,,"",,,,"",,,,"",12.3,,22810,""
"1993","C","GRND","ROCK","NOM. ROSETHORN ROCKFISH","RST1",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",0,.36,19,"",4.5,.31,3068,"",.4,.4,327,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",4.9,,3414,""
"1993","C","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",,,,"*",1.7,.25,929,"",0,.24,6,"",0,.21,4,"",,,,"*",.6,.38,536,"",,,,"*",,,,"",,,,"",,,,"",,,,"",2.3,,1475,"*"
"1993","C","GRND","ROCK","NOM. CALIFORNIA SCORPIONFISH","SCR1",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",.2,2.01,1008,"",5.2,1.16,13376,"",16.2,1.81,64722,"",5.1,1.43,15914,"",,,,"",26.7,,95020,"*"
"1993","C","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",1.6,.25,866,"",23.9,.27,14091,"",1.1,.32,773,"",2.8,.31,1922,"",.1,.4,114,"",.7,.4,579,"",,,,"*",,,,"",0,1.22,25,"",0,.84,34,"",,,,"",30.2,,18404,"*"
"1993","C","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",2.5,.27,1521,"",1,.36,816,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",3.5,,2337,""
"1993","C","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",22.5,.25,12606,"",5.2,.32,3630,"",56.6,.25,31237,"",100.8,.31,68367,"",72.9,.27,43178,"",143.5,.27,85096,"",15.6,.24,8110,"",28.2,.79,49417,"",.5,1.24,1331,"",1,.84,1790,"",,,,"",446.8,,304762,""
"1993","C","GRND","ROCK","NOM. SPLITNOSE ROCKFISH","SNS1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","SPECKLED ROCKFISH","SPKL",,,,"",,,,"",.3,.4,283,"",.3,.29,184,"",.2,.31,155,"",2.9,.38,2463,"",3.8,1.07,8926,"",20.1,.79,35156,"",.5,1.24,1355,"",1,.84,1824,"",,,,"",29.1,,50346,""
"1993","C","GRND","ROCK","SQUARESPOT ROCKFISH","SQRS",,,,"",,,,"",,,,"",,,,"",,,,"",.2,.36,147,"",,,,"",,,,"",,,,"",,,,"",,,,"",.2,,147,""
"1993","C","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",455.7,.47,475219,"",377.4,.54,452174,"",125.4,.55,152939,"",128.8,.51,144904,"",86.2,.44,83149,"",64.8,.48,69203,"",335.2,.45,334721,"",.3,.79,470,"",,,,"",0,1.12,49,"",,,,"",1573.8,,1712828,""
"1993","C","GRND","ROCK","STARRY ROCKFISH","STAR",,,,"",,,,"",.1,.67,157,"",.2,.6,270,"",7.3,.85,13722,"",3.9,.87,7528,"",9.1,1.27,25498,"",4.1,.79,7104,"",.3,1.24,827,"",.6,.84,1109,"",,,,"",25.6,,56215,""
"1993","C","GRND","ROCK","NOM. STARRY ROCKFISH","STR1",,,,"",,,,"",,,,"",,,,"",.9,.87,1823,"",,,,"",,,,"",,,,"*",8.2,1.63,29584,"",,,,"*",,,,"",9.1,,31407,"*"
"1993","C","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",7.9,.25,4253,"",13.2,.27,7981,"",10.7,.33,7760,"",.3,.33,256,"",1.2,.32,819,"",3.6,.35,2735,"",,,,"*",,,,"",,,,"",,,,"",,,,"",36.9,,23804,"*"
"1993","C","GRND","ROCK","SWORDSPINE ROCKFISH","SWSP",,,,"",,,,"",,,,"",,,,"*",0,.49,19,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,19,"*"
"1993","C","GRND","ROCK","THORNYHEADS (MIXED)","THDS",,,,"*",7.8,.61,10386,"",1,.61,1287,"",,,,"*",3.6,.67,5222,"",.1,.62,184,"",,,,"*",,,,"*",12.4,.99,27220,"",,,,"",,,,"",24.9,,44299,"*"
"1993","C","GRND","ROCK","TIGER ROCKFISH","TIGR",,,,"",,,,"",0,.53,4,"",.2,.6,270,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.2,,274,""
"1993","C","GRND","ROCK","NOM. TREEFISH","TRE1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","TREEFISH","TREE",,,,"",,,,"",,,,"",,,,"",.2,.82,350,"",.1,.83,103,"",.1,1.53,259,"",.7,.79,1200,"",,,,"",,,,"",,,,"",1.1,,1912,""
"1993","C","GRND","ROCK","UNSP. POP GROUP","UPOP",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","UNSP. ROCKFISH","URCK",7.6,.33,5534,"",3.4,.36,2678,"",1.6,.35,1220,"",2.4,.77,4109,"",3.6,1.32,10360,"",2.9,.48,3025,"",8.1,.7,12464,"",1.9,.91,3775,"",.5,1.23,1374,"",1.6,1.39,4740,"",,,,"*",33.6,,49279,"*"
"1993","C","GRND","ROCK","NOM. VERMILLION ROCKFISH","VRM1",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROCK","VERMILION ROCKFISH","VRML",.5,.8,880,"",2.6,.5,2916,"",3.2,.61,4367,"",7.5,.5,8289,"",48.3,.75,79980,"",31.8,.78,54924,"",96.7,1.27,270478,"",103.8,1.37,312587,"",41.5,1.41,129088,"",16.2,1.03,36865,"",,,,"",352.1,,900374,""
"1993","C","GRND","ROCK","WIDOW ROCKFISH","WDOW",420.7,.29,269058,"",438.1,.3,286157,"",30.5,.3,20084,"",96.6,.31,66710,"",104.9,.35,80130,"",98.4,.38,81502,"",9,.62,12336,"",.2,.79,313,"",,,,"",,,,"",,,,"",1198.4,,816290,""
"1993","C","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",2.3,.3,1511,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"*",2.3,,1511,"*"
"1993","C","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",2.1,.97,4383,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",2.1,,4383,"*"
"1993","C","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",.9,.81,1559,"",5.7,.59,7490,"",9.7,.87,18644,"",1.6,.5,1710,"",16.6,.84,30635,"",10.8,.89,21259,"",4.9,1.25,13511,"",,,,"",,,,"",,,,"",,,,"",50.2,,94808,""
"1993","C","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"",3.7,.42,3428,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",3.7,,3428,""
"1993","C","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",20.3,.33,14744,"",3.2,.32,2252,"",6.7,.24,3508,"",,,,"*",18,.45,17851,"",3.7,.47,3803,"",.2,.51,206,"",2.5,.28,1550,"",,,,"*",,,,"*",,,,"",54.6,,43914,"*"
"1993","C","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",2.4,.41,2200,"",76.4,.37,61966,"",44.8,.36,36015,"",18.3,.47,19010,"",44.5,.54,52734,"",17.8,.47,18327,"",37,1.2,98100,"",18.3,.79,31972,"",,,,"",,,,"",,,,"",259.5,,320324,""
"1993","C","GRND","ROND","NOM. CABEZON","CBZ1",.4,.37,297,"",0,.39,26,"",,,,"*",,,,"",.2,.7,282,"",0,.91,21,"",17,3.26,121818,"",.1,2.54,720,"",.2,2.6,1290,"",,,,"*",,,,"",17.9,,124454,"*"
"1993","C","GRND","ROND","CABEZON","CBZN",1.5,.41,1331,"",,,,"",,,,"",,,,"",,,,"",0,.56,27,"",0,.37,7,"",,,,"",,,,"",,,,"",,,,"",1.5,,1365,""
"1993","C","GRND","ROND","NOM. KELP GREENLING","KGL1",,,,"",,,,"",,,,"",,,,"",.1,.89,162,"",,,,"*",.2,3.57,1729,"",,,,"",.4,1.8,1776,"",,,,"",,,,"",.7,,3667,"*"
"1993","C","GRND","ROND","KELP GREENLING","KLPG",.4,.42,360,"",,,,"",,,,"",,,,"",.1,.68,85,"",0,.31,12,"",0,.51,21,"",,,,"",,,,"",,,,"",,,,"",.5,,478,""
"1993","C","GRND","ROND","NOM. LINGCOD","LCD1",42,.46,42446,"",75.3,.38,62386,"",86.2,.42,79565,"",84.3,.37,68008,"",188.3,.47,193497,"",146.7,.43,138953,"",30.3,.6,39873,"",35.2,.39,29909,"",2.1,.84,3790,"",.5,.79,837,"",,,,"*",690.9,,659264,"*"
"1993","C","GRND","ROND","LINGCOD","LCOD",,,,"",,,,"",,,,"",,,,"",.4,1.12,1035,"",4.2,.64,5978,"",1.7,.98,3689,"",3.5,.79,6060,"",.1,1.23,240,"",.2,.84,323,"",,,,"",10.1,,17325,""
"1993","C","GRND","ROND","PACIFIC COD","PCOD",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1993","C","GRND","ROND","PACIFIC WHITING","PWHT",2525.9,.05,278429,"",,,,"*",,,,"",,,,"",.3,.21,148,"",,,,"",,,,"*",,,,"*",.7,.95,1462,"",,,,"",,,,"",2526.9,,280039,"*"
"1993","C","GRND","ROND","SABLEFISH","SABL",451.9,.4,396526,"",711.9,.48,758303,"",413.1,.45,413942,"",181.6,.34,135560,"",272.5,.39,234639,"",137.8,.38,116866,"",285.4,.29,179512,"",6.3,.89,12409,"",132.5,.78,227587,"",1.9,.5,2138,"",,,,"",2594.9,,2477482,""
"1993","C","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"*",,,,"*",.1,.89,266,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",.1,,266,"*"
"1993","C","HMSP","....","DORADO/DOLPHINFISH","DRDO",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.6,1.03,1420,"",.6,1.45,1929,"",,,,"",1.2,,3349,"*"
"1993","C","HMSP","....","SHORTFIN MAKO SHARK","MAKO",11.5,1.24,31426,"",,,,"*",2.7,1.07,6434,"",2,1.21,5247,"",2.6,1.27,7198,"",3.9,1.2,10271,"",3.5,1.24,9606,"",15.5,1.21,41192,"",23.4,1.11,57410,"",18.6,1.26,51758,"",,,,"",83.7,,220542,"*"
"1993","C","HMSP","....","SWORDFISH","SWRD",385.2,2.97,2522081,"",,,,"*",58.8,2.77,359032,"",68.1,3.31,496159,"",59.2,2.78,363133,"",115.4,3.17,805103,"",56.5,2.97,369928,"",110.3,3.58,871180,"",165.5,4.12,1502609,"",197.4,3.78,1644359,"",,,,"",1216.4,,8933584,"*"
"1993","C","HMSP","....","COMMON THRESHER SHARK","TSRK",29.5,1.21,78660,"",,,,"",3.3,.57,4186,"",2.6,.67,3798,"",1.9,1.16,4785,"",2.6,1.19,6782,"",3.3,1.35,9765,"",25.7,1.24,70320,"",68.7,1.29,195256,"",24,1.58,83579,"",,,,"*",161.6,,457131,"*"
"1993","C","HMSP","TUNA","ALBACORE","ALBC",239.1,.67,353127,"",287.3,.89,565969,"",56.7,.74,92492,"",33.8,.94,70082,"",178.5,.93,364666,"",267.4,1.1,647165,"",16.7,1.13,41430,"",2.5,.99,5499,"",741.8,.94,1531116,"",2.7,.91,5324,"",,,,"",1826.5,,3676870,""
"1993","C","HMSP","TUNA","BLUEFIN TUNA","BTNA",4.5,1.97,19724,"",,,,"",.4,1.57,1399,"",1.7,1.98,7495,"",1.8,1.98,7799,"",11.6,1.54,39342,"",6.6,1.63,23591,"",4.1,4.67,41889,"",523.1,.52,593950,"",4.9,1.6,17179,"",,,,"",558.7,,752368,""
"1993","C","HMSP","TUNA","BIGEYE TUNA","ETNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",.3,2.46,1847,"",,,,"",.3,,1847,"*"
"1993","C","HMSP","TUNA","SKIPJACK TUNA","STNA",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",.2,.31,137,"",,,,"",4537.1,.33,3281966,"",1.2,.2,525,"",,,,"",4538.5,,3282628,"*"
"1993","C","HMSP","TUNA","UNSP. TUNA","UTNA",,,,"*",,,,"",,,,"*",,,,"*",,,,"",3.2,1.63,11537,"",3.3,1.45,10718,"",3.7,2.34,19049,"",2.7,3.42,20440,"",2.2,1.76,8642,"",,,,"",15.1,,70386,"*"
"1993","C","HMSP","TUNA","YELLOWFIN TUNA","YTNA",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",.9,1.87,3876,"",,,,"*",3785.3,.57,4767592,"",1.3,1.19,3372,"",,,,"",3787.5,,4774840,"*"
"1993","C","OTHR","....","PACIFIC ANGEL SHARK","ASRK",,,,"",,,,"",,,,"",,,,"",,,,"*",.2,.6,318,"",4.6,.59,5967,"",22.5,.69,34340,"",1.8,.49,1887,"",1.1,.52,1317,"",,,,"",30.2,,43829,"*"
"1993","C","OTHR","....","BAT RAY","BTRY",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","....","NOM. CALIF HALIBUT","CHL1",.2,2.22,1081,"",.1,2.18,686,"",,,,"*",4.2,2.45,22686,"",140.9,2.45,760454,"",20.3,2.42,108480,"",30.8,2.53,171622,"",71.3,2.53,397676,"",44.3,2.53,246859,"",26.9,2.46,145902,"",,,,"",339,,1855446,"*"
"1993","C","OTHR","....","PACIFIC BARRACUDA","CUDA",,,,"",,,,"",,,,"",,,,"",0,.72,28,"",.3,.51,383,"",3.3,.84,6102,"",1.4,.6,1898,"",42.9,.68,64752,"",1.7,.83,3207,"",,,,"",49.6,,76370,""
"1993","C","OTHR","....","UNSP. EELS","EELS",,,,"",,,,"",,,,"",,,,"",.2,.69,297,"",.2,.32,147,"",,,,"*",,,,"*",1.6,2.21,7570,"",1,3.15,6872,"",,,,"",3,,14886,"*"
"1993","C","OTHR","....","EULACHON","EULC",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","....","BIGEYE THRESHER SHARK","ISRK",11.5,.48,12115,"",,,,"*",3.1,.48,3254,"",,,,"",,,,"*",.4,.13,103,"",.3,.52,377,"",.3,.59,368,"",5.6,.61,7512,"",2.7,.42,2495,"",,,,"",23.9,,26224,"*"
"1993","C","OTHR","....","CALIFORNIA SPINY LOBSTER","LOBS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.3,6.35,4869,"",73.7,6.59,1070533,"",88,6.68,1296686,"",91.1,6.19,1242299,"",,,,"*",253.1,,3614387,"*"
"1993","C","OTHR","....","LOUVAR","LUVR",.7,1.5,2168,"",,,,"",,,,"*",,,,"*",,,,"*",3.9,2.89,24693,"",1,3.18,6907,"",,,,"*",.2,2.1,725,"",.9,3.46,6964,"",,,,"",6.7,,41457,"*"
"1993","C","OTHR","....","MONKEYFACE PRICKLEBACK (EEL)","MEEL",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"",,,,"",,,,"",,,,"",1.7,.35,1300,"",.2,.5,231,"",.2,2.33,1143,"",2.1,.44,2025,"",.2,1.27,471,"",.1,1.78,580,"",,,,"",4.5,,5750,""
"1993","C","OTHR","....","MISC. FISH","MSC2",,,,"",,,,"*",,,,"*",,,,"*",7.4,.67,10970,"",9.2,.66,13251,"",,,,"*",2.1,.43,1989,"",21.9,.61,29270,"",6.9,.9,13789,"",,,,"",47.5,,69269,"*"
"1993","C","OTHR","....","OTHER CROAKER","OCRK",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1993","C","OTHR","....","UNSP. OCTOPUS","OCTP",3.8,.52,4385,"",2.5,.52,2907,"",1.1,.55,1366,"",.1,.83,238,"",2.6,.8,4639,"",.4,.9,827,"",.1,.71,233,"",.1,.64,128,"",.3,1.22,899,"",0,.73,49,"",,,,"",11,,15671,""
"1993","C","OTHR","....","OPAH","OPAH",6.8,.42,6370,"",,,,"*",.8,.44,785,"",1,.45,1039,"",.9,.58,1182,"",3,.4,2673,"",3.1,.55,3811,"",7,.53,8194,"",6.9,.4,6029,"",26.4,.42,24375,"",,,,"",55.9,,54458,"*"
"1993","C","OTHR","....","OTHER SKATES","OSKT",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",.7,.41,585,"",9.1,.41,8242,"",4.4,.36,3451,"",.2,.42,210,"",,,,"",14.4,,12488,"*"
"1993","C","OTHR","....","OTHER SHARK","OSRK",7,.52,8067,"",,,,"*",,,,"",,,,"*",,,,"*",.1,.65,157,"",,,,"*",1.6,.46,1661,"",1.5,.82,2783,"",1.2,.68,1852,"",,,,"",11.4,,14520,"*"
"1993","C","OTHR","....","OCEAN WHITEFISH","OWFS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",2.6,1.25,7168,"",.4,.68,629,"",1.6,.71,2480,"",,,,"",4.6,,10277,"*"
"1993","C","OTHR","....","PACIFIC HALIBUT","PHLB",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","....","PELAGIC THRESHER SHARK","PSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1993","C","OTHR","....","QUEENFISH","QFSH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",18.2,.04,1609,"",,,,"*",,,,"",18.2,,1609,"*"
"1993","C","OTHR","....","UNSP. SCULPIN","SCLP",,,,"",,,,"",,,,"",,,,"*",.5,4.05,4719,"",,,,"*",,,,"*",.5,.78,810,"",.6,2.14,2725,"",.7,1.21,1802,"",,,,"*",2.3,,10056,"*"
"1993","C","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",0,.3,31,"",,,,"*",23.2,1.74,89004,"",23.2,,89035,"*"
"1993","C","OTHR","....","NOM. CALIFORNIA SHEEPHEAD","SHP1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.5,1.62,1881,"",81.9,2.43,438150,"",8.9,2.78,54366,"",51.7,2.8,318914,"",,,,"*",143,,813311,"*"
"1993","C","OTHR","....","CALIFORNIA SHEEPHEAD","SHPD",,,,"",,,,"",,,,"",,,,"",.1,2.12,239,"",.2,1.42,527,"",,,,"",,,,"",,,,"",,,,"",,,,"",.3,,766,""
"1993","C","OTHR","....","UNSP. SMELT","SMLT",,,,"*",,,,"*",,,,"*",,,,"*",.5,.52,623,"",,,,"*",,,,"*",,,,"",1.3,.4,1169,"",,,,"",,,,"",1.8,,1792,"*"
"1993","C","OTHR","....","SURFPERCH SPP.","SRFP",,,,"*",,,,"*",,,,"*",,,,"*",3.4,1.27,9578,"",,,,"*",19,1.71,71567,"",.4,1.37,1060,"",2,.99,4450,"",1.2,.81,2146,"",,,,"",26,,88801,"*"
